WEEKLY:0 0 156 10 490 15 1515 25 2900 28 4338 33 7624 35
BIWEEKLY:0 0 312 10 981 15 3031 25 5800 28 8675 33 15248 35
SEMIMONTHLY:0 0 338 10 1063 15 3283 25 6283 28 9398 33 16519 35
MONTHLY:0 0 675 10 2125 15 6567 25 12567 28 18796 33 33038 35
QUARTERLY:0 0 2025 10 6375 15 19700 25 37700 28 56388 33 99113 35
SEMIANNUAL:0 0 4050 10 12750 15 39400 25 75400 28 112775 33 198225 35
ANNUAL:0 0 8100 10 25500 15 78800 25 150800 28 225550 33 396450 35
DAILY:0 0 31.20 10 98.10 15 303.10 25 580.00 28 867.50 33 1524.80 35
